id,createdAt,listing,state,rating,content,type,transaction,sentiment
628a33ca-faaf-4060-a94d-060454ccf36d,2021-11-14 14:42:07.373440+00:00,Jolie combinaison verte Sezane iris | 5ed0fe26-2c2e-4303-8516-b2eaf241f624,public,5,Super Expérience! Amélie est super sympa et réponds rapidement.,ofProvider,Transaction object (695120ec-aed0-43b7-9695-723d45ccf41d),POSITIVE
a513df53-9575-40b1-ab1d-45e2d46fb4fc,2021-11-12 18:29:12.901542+00:00,Robe Corail An&Be taille S | 5fa0360d-755a-4f35-96c6-0a03f69cc8ac,public,5,"Super expérience, Mathilde est flexible et arrangeante, location parfaite je recommande +++ ",ofProvider,Transaction object (bee3368d-3103-4b15-839b-c2372707dd09),POSITIVE
ffc97481-70e2-45c3-b4ee-2aa28333cbac,2021-11-12 18:19:59.343626+00:00,Capeline paille et oiseaux bleus | f7ee5531-c061-4f89-9d07-57f9435f4f6a,public,5,Chapeau absolument Magnifique ! Merci encore Mahaud pour ta flexibilité !,ofProvider,Transaction object (51061cc3-b03a-4701-9063-22fee9e358f0),POSITIVE
8e5de95d-ec37-4e74-8d73-0b37eb1da543,2021-11-12 11:14:06.157454+00:00,"Combinaison Motus bleu marine satinée, T.1 (34-36) | f3b172bd-f0cd-4159-a3b0-4ae29db2b115",public,5,"Très bonne expérience, tout s’est parfaitement déroulé ! La combi est superbe et Amélie est vraiment sympa et arrangeante, je recommande vivement !",ofProvider,Transaction object (e52f5d4e-d140-4c0d-9d65-b58810802036),POSITIVE
923698ec-5308-4598-af3c-9f56a91b71a8,2021-11-12 10:57:38.966326+00:00,,public,5,"Je recommande vivement Mathilde ! Elle m'a louée ma combinaison bleue Motus, elle était ravie ! Soigneuse arrangeante, c'était parfait ! Je recommande vivement !",ofCustomer,Transaction object (e52f5d4e-d140-4c0d-9d65-b58810802036),POSITIVE
046f406b-714a-4ce0-8366-73d0689872d7,2021-11-12 10:55:04.961563+00:00,,public,5,"Je recommande vivement Alix ! Elle s'est débrouillée pour me rendre la robe plus rapidement que prévu, merci encore !
Soigneuse ++ arrangeante ++ je recommande ++ ❤️",ofCustomer,Transaction object (07d1f373-1568-4751-b1ce-9f8b9cae8af9),POSITIVE
1e37a7ed-6257-40b4-b0be-b466de800c67,2021-11-11 12:16:47.098259+00:00,,public,5,"Très bons échanges avec Corentine, très arrangeante, location super fluide ! Elle m’a rendu la capeline très vite. Je la recommande les yeux fermés ! ",ofCustomer,Transaction object (f4dc968c-0d60-4d72-a93e-4431028088aa),POSITIVE
a512a84d-b8e6-43fe-badf-a262bf0931d7,2021-11-09 11:09:03.890339+00:00,,public,5,"super échange, hyper flexible pour me rapporter ma robe ☺️ Louise était parti pour ma ramsey’s combie bleue et finalement elle a trouvé son bonheur avec ma robe verte fleuries, elle lui allait trop bien ✨",ofCustomer,Transaction object (03c8a946-936c-4e58-b29f-248156050ab0),POSITIVE
d4b4d1ab-7ea2-4206-a204-26d88d14e5bc,2021-11-09 08:17:06.055285+00:00,robe verte dorée M | 5f931e91-2c0b-4aba-bd92-aa3fb1ee8041,public,5,"Très bonne expérience avec Daphné,
Réactive et arrangeante, je recommande !",ofProvider,Transaction object (03c8a946-936c-4e58-b29f-248156050ab0),POSITIVE
f49e116b-0c18-4b11-ba8c-78a160963a4f,2021-11-08 19:56:36.028533+00:00,,public,5,"Bonne communication et très soigneuse, je recommande !",ofCustomer,Transaction object (20aec92e-aa04-4054-833f-2cca6a9de8d7),POSITIVE
ddf02def-e066-4a0b-8e3c-d084cf9fd98f,2021-11-08 19:55:51.691666+00:00,,public,5,"Goldie au top, bonne communication et 0abtalon rendu nickel ",ofCustomer,Transaction object (eb0a32fd-faa8-4eee-bcae-22bcf2a591ed),POSITIVE
c469d41e-bdde-4480-8cbc-c95c4e87e89c,2021-11-06 08:22:04.285616+00:00,Robe midi bash PARI T0 super lumineuse! | 5f4ab02a-7562-4c7e-a776-4308b9da2fe5,public,5,Robe top ! Merci beaucoup ,ofProvider,Transaction object (07d1f373-1568-4751-b1ce-9f8b9cae8af9),POSITIVE
eeafb14a-6fda-4817-8463-7f48a96773dc,2021-11-04 12:19:27.780573+00:00,"Pantalon flare en soie Baptisto, T.34 | 5f6db4c7-2430-4231-b98b-9f07355c34e3",public,5,Je recommande vivement ! le pantalon était magnifique ! Merci encore pour votre réactivité !,ofProvider,Transaction object (eb0a32fd-faa8-4eee-bcae-22bcf2a591ed),POSITIVE
1397feca-249d-49a0-8cfe-2d26a011c70a,2021-11-04 09:25:29.694106+00:00,,public,5,"Je recommande vivement Guenaelle ! Très arrangeante, soigneuse et adorable ! Merci encore ! ",ofCustomer,Transaction object (9f3aac8e-bfc8-4dc9-ab98-16e2d7870ea3),POSITIVE
